review_text,review_posted_date,review_header,review_rating,review_author
"Excellent display, super fast charging, great feel ad very fast. Easily handles many apps open at the same time and heating issues are not a bother too. Sound is nice but beware it has only 1 speaker although there are two grills on the body of the phone. Can't understand why Lenovo did this . The phone has already got latest Oreo update, along with enhancements to sound, performance and camera. Camera is great at this price band. The biggest issue is that it does not support dual 4G Standby as described in the specs. Only one SIM will become 4G while the other will shift to 3G/2G. That is ridiculous. I bought it on seeing the features shown on the product page saying ""Dual 4G Dual Standby"", however its a total disappointment there. Should have put proper description. Overall a very good phone if you take away the negatives regarding dual standby and speakers.",05 Oct 2018,It doesn't support dual 4G Standby.One SIM will become 4G while the other will shift to 3G/2G.,4.0 ,Vipul
"So apparently, if your charger cable degrades, you have to shell out Rs 1500 to replace your Mobile Charging port too. Why you ask? Because they can not connect phone to PC using ""broken"" cable (Not any other working cable, because that is against their Policy), so they diagnosed that charging port too must be faulty. I am amused how many ways people come up with to cheat customers.",21 Mar 2018,Illogical and Rude Customer service. Phone basically has no warranty .,1.0 ,Amazon Customer
Within month ( actually in a week) the receiving started to drop and today service centre told the issue is in Antenna. They need to replace antenna and if not resolved they will replace motherboard. Worst product.,08 Sep 2018,Major Manufacturing Defect,1.0 ,Joydeep
"The battery is worst, exhausted in 3-4 hrs completed even in idle condion. In mornng 6 o clock... phone gets dead battery every day even I left the battery 60-65% in night 12 o' clock. Wake up screen also not work proporly. This phone is worst i busy ever in my life. I suugest pls dont buy it.",13 Sep 2017,"The battery is worst, exhausted in 3-4 hrs completed even in idle ...",1.0 ,Amazon Customer
"Got disappointed with the phone that it does not have the basic feature of screen mirroring into any TV(cast) The cast option comes by default is dummy one . It is not accepting any device. When googled, lot of people were complained about this. And still purposefully to use Chromecast, Lenova disabled this option in the software. It damages their brand one. Also no default handset is provided.",20 Oct 2017,Got disappointed with the phone that it does not have the ...,1.0 ,nanthagopalkrishnan
Waste of time and money. K5 note works better than this. Worst phone by Lenovo. Hardware problems were existing and had to return. Convincing Amazon about the problem was a nightmare.,17 Oct 2017,Please dont buy Lenovo K8 Note,1.0 ,Satheesh Kamath
"Writing review after a week Sound quality is good Music key function is good Display and touch screen is too good Fingerprint sensor works really really good, Battery- even data and location is on, battery last long up to 1 day... Now the negatives Camera quality is great in day light but not up to mark in night and artificial light Camera didn't open instant it's take some time. Even though there are tow speakers but only one speaker working while playing music etc, but that speaker doing a great job... It is really good for the rate of 14k...",04 Nov 2017,Works great,4.0 ,G. venkat
"It has been more than 1 year and 4 months using this phone. Brought this phone at 14k. Specifications looked good. First 6 month it was decent phone. Just when it was about to complete 6 month Turbo Charger didn't worked. Lucikly it was within exact 6 month it got replaced for free. Then after couple of months came the Oreo update and phone battery started draining very quickly. Lenovo gave another update after 15-20 days which solved the issue. But still there are bluetooth, wifi connectivity issue. I cant use wireless bluetooth headphones because of lag in it. Then just 2 days ago phone got hanged and is not able to start. After visiting service center they told me its software issue and we dont have update for it you need to wait 15 - 20 days. So till i dont get update its useless phone. Also, this phone price is today is around 30 % down and max is 3k so very little value on exchange of phone. So my final call will be dont buy it. Edit : Update after 1 month later I was told its mother board had issue. I was surprised to hear this because it never had fallen no physical damage then how motherboard gets issue. You need to pay Rs. 8000 but we would suggest buy new phone instead which will cost around same. Today 02 Jun 2019, i got notification from Amazon that my review has been voted by 10 people. Thats why I am updating my review. After reading reviews i found many are facing same issue of motherboard and phone hangs and shows Lenovo logo. So I would really suggest dont fall for trap of avg rating of 3.4. If we could give 0 as rating then avg would fall below 2. 43 percent of people have given 3 or below 3. I feel number of 4 and 5 is higher because people immediately review it after purchase they dont wait for at least 1 year to check the quality. So my really request would be dont buy this cheap quality phone.",02 Dec 2018,Dont buy it. Zero stars. Cheap Quality Product. Motherboard failing without any physical damage.,1.0 ,Amazaon Customer
"The day one when I received i faced the sound problem, and immediately called customer care, registered a complaint stating, a technician would come to my place, on 29th Oct 2018, but till 10.30 pm no one turned up, again called and said not yet used the product, not satisfied with the product and requested for return, but said no complaint has been lounged, but I had the mail reply. And said, to install an app to check the performance, and at last said it's the performance problem, so it can't be taken back.. good and happy to hear and at last wasted the money. The main purpose i booked this mobile even though out dated version is for dolby atoms sound system, and for few other expected features but not satisfied, and just waiting few days or month to pass to exchange... But sure not in amazon... Sorry to say this, but burnt my fingers and exchange on immediate couple of days of purchase is also not possible... Fine...",02 Nov 2018,First time fed up with Amazon....,1.0 ,Amjeth Nataraj D
I previously owned Lenovo K6 power. And I was very happy with that phone. thinking the same I bought K8 Note and Its a disappointment. It lacks menu button...it lacks many tethering hotspot options. it doesn't have recorder and overall interface is not so user friendly. Dash charging is not fast and back camera is so so. However front camera is good and sound quality is better.,14 Jan 2019,bad interface..lack many fetures,3.0 ,HARSH BINDAL
"Got this Mobile on 18-03-2019. I could say this mobile is quite ok. cons Battery back: Back is not good. (average net use you will get 10 to 12 hrs max). If you keep the phone idle without using data, calling the battery will drain in 1.5 days. Charging time: Full charge it requires 3 hours in spite of using a turbocharger. Camera: The worst camera and the clarity of the camera is not good. Pros 1) Phone in good budget range if you are looking for 4gb Ram with 64 internal memory specifications Overall : My suggestion it is better for any one to opt for other mobiles since we have issues with battery and camera",22 Mar 2019,Battery backup is ok. Camera is not up-to the mark,2.0 ,mohan reddy
After using for 2 months Before I was using lenovo vibe k5 note which was a hell lot better phone than this stupid idiot box lenovo k8 note Seriously feels like wastage of money Cheap plastics Slow android Many features not available compared to its previous model k5 Bluetooth gets disconnected frequently Operating system apps closes on its own in netween Overall useless phone,13 Feb 2019,"Thirdclass phone, Do NOT waste ur money",1.0 ,Amrit Anand
"At this price there way better performing phones available in marketing. Bought the phone with the expectation that, may this time Lenevo may come with some really robust system. But Alas! It's the same. The phone gets automatically reboot. Battery barely runs for 6-7 hours with internet & mails in use. Even after after multiple updates it doesn't mirror / cast the screen with smart TV. Charger is complete waste, it got fused with in 6 month of use. So I would strongly recommend not to waste money on the phone.",11 Apr 2019,Not a worthy device. (User with experience of 1 year),2.0 ,Kapil Gautam
"Don't ever buy this phone. Once you receive Oreo 8.0 update you will experience a auto reboot process. This has totally messed up the device. Lenovo released with lot of bugs and it's not resolved more than a year. Please Google about ""Lenovo k8 note auto restart"" issue and you will find all the complains in Lenovo community portal. The worst phone I have ever buyed.",31 Mar 2019,Don't buy this. Oreo update with serious bug!!!,1.0 ,Prabhu K
"The mobile offers everything that's on card, but the performance is the issue. A 4GB ram phone just got namesake, it lags at times. The camera is pathetic, snaps take long time to capture so you'll end up capturing blurry images almost 90% of the time. I regret for buying this, rather I should have spent fee more thousands and bought a different phone. I would suggest others also to increase your budget and go for a better one.",25 Feb 2019,"Offers are good, but doesn't performs !!!",2.0 ,Thousif Syed
I bought brand new Lenovo k8 note. At the first time send me a bad mobile which have heating issue and many problems.when i return it under 7 days i got other mobile which is also bad. in running hanging issue network data issue and the major problem its switch off automatically . I asked by mail to the seller but there is no any response from them .,10 Mar 2019,Bad product.,1.0 ,abhishek
This was the worst choice anyone would ever make. One software update made the entire phone go 'crazy'. The fingerprint reader and power button started responding late. The phone also started hanging daily in addition to its heating problems even if left unused. Finally the phone stopped working and it was found that the motherboard has some issue.,11 Jul 2019,Bad choice,1.0 ,Devanand
"The Product is very good, value for money only except some software related issues, like fast charge charges the mobile fast only in few cases maximum time it takes more than 4 even 6 hours to charge fully, maximum time I charge switching off the phone to avoid unnecessary time waste.",31 Aug 2018,Good Mobile,4.0 ,Satya
"Friends , Pls don't buy such mobile. I have purchased recently but finding it difficult to operate. 1) No Call Recording Feature 2) Sound is less for Audio and During Call Also Its not Proper. 3) Call is taking time to connect than any other mobile. 4) Most of the time need to disconnect and call again. 5) You Cant type others mobile no. during call like we can do with other mobile. 6) Its Blinking within 2 Month. 7) Asking for System Update. I have update multiple time but it start Showing system Update immediately. and Many More. Pls dont buy.",06 May 2019,WORST MOBILE LENOVO K8 NOTE,1.0 ,SANDEEP
"I HAD PURCHASED LENOVO K8 NOTE 4 GB RAM/64 GB ROM VARIANT MODEL IN AUG,2017.ITS PERFORMANCE IS SO GOOD AND ALSO ITS CAMERA,PROCESSING ARE FUNCTION WITHOUT ANY ISSUES.BUT LAST WEEK,(DEC 3RD WEEK,2018) I HAD ATTEMPTED THE ISSUE .I DIDNT SWITCH ON THE PHONE IN MORNING. I GAVE IT TO THE OFFICIAL LENOVO SERVICE CENTRE ,BUT THEY SAID THE MOBILE IS COMPLETELY DEAD,ONLY REMEDY IS CHANGING THE MOTHER BOARD AND ITS ONLY THE POSSIBLE WAY TO SWITCH ON THE MOBILE.THE MOTHER BOARD PRICE IS SO HIGH NEARLY 7000 RUPEES.SO I DID NT CHANGE THE MOTHER BOARD AND ALSO THAT MOBILE IS FULLY WASTE . I CANT BELIEVE THIS .SO PLEASE DONT BUY LENOVO K8 MOBILE .BUT ONE THING PLEASE CONSIDER ITS ONLY USED FOR A SINGLE YEAR PURPOSE.",23 Dec 2018,COMPLETE DEAD IN 15MONTHS,1.0 ,asiqbabu
"I bought this phone by looking at the specs offered at that time. It turned out to be a total disaster later. 1. After using it for 10-15 mins, It heat up like an oven near the volume button. 2. After 4-5 Months, the display had color change issue near volume buttons. Defective display! 3. Once the phone fell off from 3-4 ft height and the display got creaked! I did not see any 'Gorilla' effect on glass!, my first gen moto g was way better. 4. They push some updates every 3-5 months, and every time I install the update, some features will not work as it used to be before. 5. Planning to play some games on this phone? Good luck!",17 May 2019,Worst quality mobile phone I ever had!!!,1.0 ,Amazon Customer
"Amazing product.camera- fantastic both front & rear.connectivity-super, look- very good. Heating problem- no issue as compared to its previous versions.",11 Oct 2017,Amazing mobile,5.0 ,sheo kumar lal
Total dezaster mobile from lenavo .. im useing this mobile like a heetar ... This mobile alwas borning soo hot . And cant play PUBG even i have 4gb ram and they manufacturer say the have nextgenaration 10core prosesors.. my foot. . They cheet totally . All impretion is gone for lenavo. Maximum i told evry ware to dont bye lenavo product and spreding awarenes. Atlest some budy to realize and not be as a wigdoms like me becuse i was only knw how i suffring with this mobile my saving all mony i spend for this mobile to buy .. my dreem to buy a smartfone on that time but thy flush my mony still i cant arang for new mobile .. 😑,22 Feb 2019,Cheetar lenavo don't buy plss,1.0 ,ASIF ALI SHAIK
i buy this phone in exchange offer on amazon during friest use it give software updating message after updating 2 to 4 time it start working and after 1 month i am faceing another problemv the phone get automatically switch off if kept charging overnight . After contact to cu.care they told me that reset the phone and even after reseting the same problem occur again totally bad mo.phone,04 Apr 2019,waste of money,1.0 ,Amazon Customer
"TIMELY DELIVERY, PRODUCT EXACTLY AS PER DESCRIPTION, PACKAGING GOOD, LENOVO K8 NOTE AFTER USING IT FOR 4 DAYS IS EXCELLENT & ECONOMICAL AS COMPARED TO VIVO V5 PLUS Rs. 15999 (old price) and SAMSUNG S8 PLUS Rs. 58500 Lenovo K8 Note (Venom Black, 4GB) with New System Update",22 Mar 2018,"PACKAGING GOOD, LENOVO K8 NOTE AFTER USING IT FOR 4 ...",5.0 ,jayant
Bought it from amazon a week back .....simply the best phone at such a price ...amazing and for a 4000 mah battery probably the slimmest phone in the market. If one has a WiFi router one needs to check its compatibility ...had to change my WiFi router with a new version.,04 Feb 2019,Unbeatable package at such a price with lenovo brand,5.0 ,Amazon Customer
"Only Genuine Review Meet almost all expectations but need little bit improvements *All features and specifications are genuine and working fine *Camera quality is very good if you are a normal user, but depth enabled mode does not amuse much *Sound quality is really awesome *Getting regular android security patches and updates from Lenovo *Little bit heating issues while charging, doing multitasking for e.g. coping too much data, updating or downloading many apps same time, which can be avoided by taking necessary precautions *Hope to get next update from Lenovo for real Bokeh effect for professional photography and for fixing heating issues",24 Oct 2017,Value for Money,4.0 ,Sachin Kumar Mehra
"Screen guard is essential for any smart phone. Unfortunately this phone’s screen curved in such a manner that no screen guard are fit for it. At least .5 cm air babble in all side. Looking very ugly. Also net connection hanged. Hand set has to switch off and on to restore the net connection. Good thing is its charger. It charge very first , even other phone also.",28 Dec 2018,better to avoid this product,3.0 ,joydip de roy
"Good smartphone for lower medium budget. Is average in all departments. Dual camera setup is just a gimmick and not at all useful. But the normal and front camera is decent. Contains all sensors and nothing is skipped. Only thing is that lenovo is bad with update pushes but till now has provided support. Good for normal daily usages like surfing, video calls, social networking etc.",27 Oct 2017,Good smartphone for lower medium budget,4.0 ,BK
"Cons: 1.Heating Issue - Phone easily gets at around 40 degrees while charging and also while playing heavy games or camera. 2. Camera - After the software update you may experience depth mode little better, still the edges get blurred. 3. Battery Backup - Its written 4000mah but equivalent to 3500mah. 4. Slight Slutter, No Lag 5. 4 Gb Ram Variant is preferable & for performance as well and also black variant looks cool and premium. 6. You cannot put a tempered glass on its display as 2.5D curved edges will show up bubbles around edges. 7. They did provide a turbo charger but it takes 2.2 hours for this phone to charge fully.",12 Oct 2017,Heating Issue - Phone easily gets at around 40 degrees while charging and also ...,4.0 ,Ketan Mehta
Worst Model from Lenovo company. So many issues in this perticular set. I purchased this set in last year March. Warrenty period is over. from last one month set is automatically Switching off. Then its very difficult to Restart. If Restarts then no Guaranty about how long it will come. so I went Authorized Lenovo Service centre. They told me that they don't have any solution for this. Because company is not providing software of this set they told. who is responsible for this problem?,23 May 2019,Don't Buy,1.0 ,Amazon Customer
"I bought recently k8 note , after few days it's fall down less than 1ft it's gorilla glass LCD broken . it has very poor quality of gorilla glass and poor service no warranty . it has heating as well as 4g signal problem. Please don't buy Chinese product",18 Nov 2017,Bad quality of gorilla glass,1.0 ,Nischal Sonu
Please don't buy a Lenovo product I have faced many problem after buying this . The basic things like Bluetooth and cast screen is not at all working.. and we don't have rights to say that Mi phones are ironbox because Lenovo is the king of iron box . Sorry to say you friends that after the Oreo update all the problems I faced was ......... Doubled and now I planned to get loan and buy a good product like iPhone and OnePlus. Here after I won't buy a budget phone in my life,12 Jun 2018,Such a horrible product I have used in my life Time,1.0 ,Paveesh Kumar
Best mobile in this price range. Bye Bye to all issues that irritated us in other android devices. Google photos is very slow in copy/cut and pasting files on to memory card and is failing quite often in simple cut/ copy paste function which I am sure can be corrected in future updates. Overall a fantastic mobile.,10 Sep 2017,Best at this Cost,4.0 ,Swaminathan V Iyer
I am writing this review after using this smartphone for about 14 months. This phone has so much features no doubt. Everything sets into place at the given price. But the problem is that company gives only one year warranty for repair at service centres. And my phone's motherboard got damsged at just after one year and two months. I am very much disappointed the quality of motherboard used in this phone. Very worse. I sold the scrap dead phone at The Lenovo service at just 1k RS. Please buy reliable phones as this phone's processor as well as motherboard and many more things have just been experimented which went wrong. I hope you will get my point.,06 Mar 2019,Worst quality motherboard and processor material.,2.0 ,Abhishek Singh
This phone is good but sometimes when I open gallery the screen of my phone is suddenly turn into white blank screen and there is only one way to get out of this situation Is to press your power button (turn of your screen) then start your phone again. The camera of this phone is average Otherwise battery was awesome.....,16 Oct 2017,This phone is good but sometimes when I open gallery the screen of ...,3.0 ,Amazon Customer
"I had a passion towards this phone... after the system update... My phone getting automatically restart continously.... when i took to the Lenovo Authorized Service Center, T.Nagar, chennai. they told there is a bent in the phone, and it doesn't cover in the warranty, you have to replace the motherboard with touch and display and the approx amount will be 6,500/- I got shocked with this kind of attitude... I fed up and took my phone to Normal repair shop, he changed the battery and it was working fine..... All of a sudden it got hung in Lenovo Logo, and it is not rebooting. when i tried normal reboot... it doesn't when i take to the Lenovo Service Center in Adyar, Chennai. They said... Motherboard Problem. It is just 6 months old. i purchased my mobile on May 2018. I strongly recommend others not to waste money in this product. it is worst.. and also the customer support is too bad. they dont bother about out pain. In another few months... hope Lenovo will be sharing space with Ericsson Mobiles, Nokia in Ex-mobile company list. WORST BRAND...... I really regret for buying this product two times in this Amazon Website... WORRRRRRRSSSSSST PRODUCT AND SERVICE.......",15 Mar 2018,Worst Phone... Dont Buy....Worst Service,1.0 ,Prime customer
"A nice look and feel product . The default home launcher is a bit dull , So I'm using Nokia's stock ""Launcher3"" (Not Available on Google PS) . The speakers support HW and SW Rendering due to being DMA Dolby Atmos supported . Default Camera App Sucks , (Photos are very Unclear) Again I'm using 3rd party app Nokia Pro Cam (Modded by Linuxt) Which is supported because the phone has camera2 api legacy support . The main Drawback is that all the generic Mediatek Drivers have been deleted - so the phone doesn't support MTK Engineering Mode . If anyone gets MTK EM Mode Installed to the root of the phone this phone can practically shoot RAW images due to api2 level 3 unlocking (Every MTK Chipset Can ) . Overall a good phone , but default apps and softwares suck . Not for Newbie and inexperienced users .",24 May 2019,"Perfect Hardware , Unreliably imperfect Software .",5.0 ,Avijit Singh
"there were sounds issues, heating problem in 1 year. Suddenly my phone started to reboot itself very minute. I lost all my data and was not able to take backup, I purchased this for Rs13999. When I went to lenovo service center they were asking Rs17000 for the replacement of motherboard. It was the most horrible experience product and will never buy Lenovo any more. Total waste of hard earned money.",29 Oct 2018,dont buy this phone ever,1.0 ,ravi
"Very satisfied , great battery life and magical turbo charger , camera is a bit embarassing as I have down graded from fancier brands . First time fingerprint reader user (use three different fingers !) t this price couldn't ask for more (got it for less than 10tbou ,launch offer) . Pretty regular updates ,almost a year and no issues (fingers crossed). Like a heavy phone so made for each other .",27 Jul 2019,SOLID PHONE !,4.0 ,Anandajit Ray
2.5 D edge screen doesn't easily get a screen protector in the market. Bulky and heavy. No inbuilt voice recording. No long screenshot option. These were in Lenovo K6 power itself which is a lower version and product compared to K8 Note. Battery drains very soon. Gets heated up if used for more than one hour on internet..... Had too much of expectations while upgrading myself from K6 power to K8 note A real disappointment No one can bet that the above isn't true..,06 Nov 2018,A real disappointment,1.0 ,NSVMSMILE
"Don't go for it. Bluetooth, wifi-hotspot is too much problematic. And MOST IMPORTANTLY, THE VOLTE SIM AUTOMATICALLY GETS DEACTIVATED whenever the phone is in idle mode (even if for 5 min). I (like many other users) lodged the complaint at the LENOVO USER FORUM. WORST RESPONSE EVER. Could not make myself feel happy. If u upgrade the operating system, the phone is gone for ever. Read all the reviews in that forum about this phone. Too much irritating this phone is. I wish I would have never bought it. Go for Redmi 6 pro at this price range. I miss my old Redmi phone which worked smoothly for more than 3 years even though I used it so heavily.",26 Dec 2018,Think 100 times before u select it..,2.0 ,Anindya Debnath
Lenovo sends system update frequently and reminder appears frequently. First two updates improves quality and third update is having BUG. It deteriorates your battery. Battery works in the range of 100% charging to 60% charging and thereafter phone shuts down repeatedly. Your battery will be expanded in size (inflammation) over repeated charging of phone. Phone life is 1 year to 1 year and 6 months max. Its complete Wastage of money.,12 Dec 2018,Third Class Phone and Wastage of Money,1.0 ,Siddharth modi
"i am review this product using after 4 month display 9/10 camera 7/10 processor 10/10 battery 8/10 a little heating issue . when the smartphone is heated, its take long time to make it full charge approx : up to 3h 20 min. other wise it make full charged within 100min. all over this smartphone is good , but not too good * if you are a camera lover as like me, my recommend - please do not bye this smartphone , because it's camera can not satisfied you",08 Apr 2018,"all over this smartphone is good , but not too good",3.0 ,Sayan Dey
"This product is really amazing at this rate, it's battery last longer 1½days when using frequently but I'm not that frequent user so I can tell you this much n also it has fast charging it takes 2 hours to charge . Picture quality is perfect both rear and front , Dolby Atmos makes the sound quality even more better , material quality is good , core processor is very good and fast updated to the latest version of security patch level ,I have only one issue that is cast screen is not working idk is it bcz the update so guys check the cast screen first before updating to the latest one makes sure if you guys find anything be my guest to reply other than that phone is awesome loved it used for 1 month",18 Jan 2019,Phone is good,4.0 ,Hitesh
"The mobile has some good features. But charging is very slow. (Nearly 4 hours) Initially there were problems with VOLTE (JIO) connectivity. Jio was good for internet, but calls and messaging did not work on this handset. The same jio sim worked well in another 4G handset. With software update, this issue The camera doesn't start sometimes and I had to restart the mobile. Restarting this mobile also takes a long time compared to other mobiles. Lenovo has to seriously fix these issues.",27 May 2018,K8 note issues,2.0 ,JAGADEESH
"Totally dissatisfied with the battery performance and heating issue. Lenovo claims it as Turbo charging, but it takes around 4-5 hours for charging 100 %.More over battery drains fast - even if the internet is switched off. If you are planning to buy this mobile, do not forgot to buy a pair of gloves. If not, you may end up burning your hands.",21 Apr 2018,Quite expensive Iron Box !!!,1.0 ,Ram mohan
"I purchased this item on 19 th September 2017 and on 15 th march 2019 it has stopped working.... Huh???... It was a best phone without any issue....but since a week it is not staring... Only displaying ""Lenevo"" logo....that's all..... Blinking Lenevo logo & nothing.... I called Lenevo care....no response.... Lenevo service store made a hard reset and he also gave up!... Asking me to spend 8000(INR) for a motherboard....now the value of phone is around 7000 ...why should I spend this money....Pls help me to recover my phone by any means.... Moral:- The Killer note Killed itself...😂",25 Mar 2019,Wastage of money...,1.0 ,Rishabh Roy😎
"Good Phone, But battery draining fast compare to other devices, before lenovo k8 note i used honor 4x device with 3000 mah battery works much better than this device... request to lenovo team please fix it.. when i seen 4000 mah i am so happy, but when using device so sad...the device stands only 1 days without any use, but if continuesly uses maximum 6 hr approx...please lenovo solve the problem in update through ota. (only 1 defect in this device i.e battery draining & battery % not shows at top) charge is turbo...but draining also turbo.. if u have any suggestion please let me know...",13 Dec 2017,"Battery draining & battery % at top, some apps like gallery, etc",4.0 ,KIRANKUMAR SRIPATHI
"A very bad experience from Amazon... Delivered a faulty mobile phone which keeps restarting..Does not work at all. whenever the battery is charged, it heats up. There has been no proper resolution from amazon. They say technician will check & technicians visiting schedule is after one month. It is nothing but cheating by amazon.I shall approach consumer forum if my mobile is not replaced with in one week",23 Apr 2019,cheating by amazon & Faulty product,1.0 ,Sunil ghandat
Pros. 1. Charger is too quick. 2. Good battery life if u keep ur device optimised. 3. Amazing speed with no lag. 4. Crispy display. 5. Beautiful sound quality. 6. Front camera is good. Cons. 1. Too much heating problem especially during charging & vigrous use. 2. Dual camera is not upto the mark hope resolved by software update. 3. Mediatake processor is drawback its nothing in front of snapdragon. 4. Heavy in weight.,15 Nov 2017,Good battery life if u keep ur device optimised,4.0 ,Sumitram Kumar
Lenovo k8 note is worst smartphone I have used. I think Amazon sold defective products because I have purchased two mobiles from Amazon of Micromax and Lenovo and I found both are defective. I didn't get service also from service centres. Now I will not purchase any product from Amazon.,19 Oct 2018,Worst smartphone,1.0 ,Amazon Customer
This is the number one crap product that ever purchased. Intially started restarting automatically and it was dead after some time. took it to the Marathahalli service centre and agian i was told that they dont accept the waranty mobi es and routed to Indira nagar. They showed lot of resistance in accepting under waranty. Finally they accepted and serviced it after two weeks. They said that motherboard is gone and we replaced the same. After the service the impactedthings is signal catching and voice quality. I have to tell 100 times the same word for others to understand. Ceratinly dont have time to keep on roaming arround the service centre.will try to make some time this week. Overall very bad exeprice with the lenovo hamd set and service aswell.,11 Jun 2019,worst handset and service,1.0 ,Amazon Customer
Hi i am facing the problem of battery Usb is not being connected with computer Turbo power is not being connected so charging is slow It is saying it will require 1 day to full charge Also after charging battery is dropping within few hours of use Also I visited the service centre they recommended to backup but usb is not connected So bad experience of Lenovo k8 note,27 Dec 2018,Bad experience of Lenovo k8 note,2.0 ,Satyajit
